state,crop,year,season,temperature_2m_min,temperature_2m_max,precipitation_sum,snowfall_sum,yield,Mean_N_SOIL,Mean_P_SOIL,Mean_K_SOIL,Mean_TEMPERATURE,Mean_HUMIDITY,Mean_PH,Inflation annual %,Real GDP annual growth %,Population
Andaman and Nicobar Islands,Sesamum,2028,Summer,27.18738317757009,29.49018691588785,6.132523364485981,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.26,1491670000
Andaman and Nicobar Islands,Sesamum,2028,Winter,25.87142857142857,28.10879120879121,0.2526373626373626,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.26,1491670000
Andaman and Nicobar Islands,Rice,2024,Autumn,26.05737704918033,28.07213114754099,10.9572131147541,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.55,6.29,1441720000
Andaman and Nicobar Islands,Rice,2024,Summer,27.15794392523365,29.36261682242991,9.229532710280374,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.55,6.29,1441720000
Andaman and Nicobar Islands,Rice,2024,Winter,26.17142857142857,28.54285714285714,4.81065934065934,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.55,6.29,1441720000
Andaman and Nicobar Islands,Rice,2025,Autumn,26.03934426229509,28.01639344262295,11.59688524590164,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.33,1454610000
Andaman and Nicobar Islands,Rice,2025,Summer,26.88738317757009,29.11588785046729,7.736028037383178,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.33,1454610000
Andaman and Nicobar Islands,Rice,2025,Winter,25.99333333333334,28.16444444444445,3.109666666666667,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.33,1454610000
Andaman and Nicobar Islands,Rice,2026,Autumn,26.64262295081967,28.5983606557377,5.392950819672132,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.32,1467230000
Andaman and Nicobar Islands,Rice,2026,Summer,26.87616822429906,29.27336448598131,7.947523364485981,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.32,1467230000
Andaman and Nicobar Islands,Rice,2026,Winter,25.63444444444444,27.95333333333334,8.581888888888889,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.32,1467230000
Andaman and Nicobar Islands,Rice,2027,Autumn,26.09508196721312,27.96229508196721,7.672459016393442,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.35,1479580000
Andaman and Nicobar Islands,Rice,2027,Summer,26.79158878504673,29.07009345794393,8.767429906542056,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.35,1479580000
Andaman and Nicobar Islands,Rice,2027,Winter,26.29666666666666,28.38444444444444,1.767444444444444,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.35,1479580000
Andaman and Nicobar Islands,Rice,2028,Autumn,26.17377049180328,28.29016393442623,8.290327868852458,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.26,1491670000
Andaman and Nicobar Islands,Rice,2028,Summer,27.18738317757009,29.49018691588785,6.132523364485981,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.26,1491670000
Andaman and Nicobar Islands,Rice,2028,Winter,25.87142857142857,28.10879120879121,0.2526373626373626,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.26,1491670000
Andaman and Nicobar Islands,Sugarcane,2024,Autumn,26.05737704918033,28.07213114754099,10.9572131147541,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.55,6.29,1441720000
Andaman and Nicobar Islands,Sugarcane,2024,Summer,27.15794392523365,29.36261682242991,9.229532710280374,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.55,6.29,1441720000
Andaman and Nicobar Islands,Sugarcane,2024,Winter,26.17142857142857,28.54285714285714,4.81065934065934,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.55,6.29,1441720000
Andaman and Nicobar Islands,Sugarcane,2025,Autumn,26.03934426229509,28.01639344262295,11.59688524590164,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.33,1454610000
Andaman and Nicobar Islands,Sugarcane,2025,Summer,26.88738317757009,29.11588785046729,7.736028037383178,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.33,1454610000
Andaman and Nicobar Islands,Sugarcane,2025,Winter,25.99333333333334,28.16444444444445,3.109666666666667,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.33,1454610000
Andaman and Nicobar Islands,Sugarcane,2026,Autumn,26.64262295081967,28.5983606557377,5.392950819672132,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.32,1467230000
Andaman and Nicobar Islands,Sugarcane,2026,Summer,26.87616822429906,29.27336448598131,7.947523364485981,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.32,1467230000
Andaman and Nicobar Islands,Sugarcane,2026,Winter,25.63444444444444,27.95333333333334,8.581888888888889,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.09,6.32,1467230000
Andaman and Nicobar Islands,Sugarcane,2027,Autumn,26.09508196721312,27.96229508196721,7.672459016393442,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.35,1479580000
Andaman and Nicobar Islands,Sugarcane,2027,Summer,26.79158878504673,29.07009345794393,8.767429906542056,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.35,1479580000
Andaman and Nicobar Islands,Sugarcane,2027,Winter,26.29666666666666,28.38444444444444,1.767444444444444,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.35,1479580000
Andaman and Nicobar Islands,Sugarcane,2028,Autumn,26.17377049180328,28.29016393442623,8.290327868852458,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.26,1491670000
Andaman and Nicobar Islands,Sugarcane,2028,Summer,27.18738317757009,29.49018691588785,6.132523364485981,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.26,1491670000
Andaman and Nicobar Islands,Sugarcane,2028,Winter,25.87142857142857,28.10879120879121,0.2526373626373626,0.0,0,81.46666666666667,50.13333333333333,40.333333333333336,23.53655081133333,81.89027817933334,6.6289803951333335,4.0,6.26,1491670000
Gujarat,Sesamum,2024,Autumn,21.55245901639344,32.58524590163935,0.4306557377049181,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Sesamum,2024,Summer,26.15514018691589,37.02383177570093,2.222943925233645,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Sesamum,2024,Winter,13.61428571428572,27.28351648351649,0.05912087912087912,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Sesamum,2025,Autumn,20.72131147540984,33.29016393442623,0.350655737704918,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Sesamum,2025,Summer,25.82242990654206,36.87990654205608,1.726635514018692,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Sesamum,2025,Winter,15.27444444444444,28.37666666666667,0.04444444444444445,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Sesamum,2026,Autumn,22.40327868852459,33.93770491803279,0.1711475409836065,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Sesamum,2026,Summer,25.65093457943925,36.52476635514019,1.451495327102804,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Sesamum,2026,Winter,14.49444444444444,29.30444444444445,0.1243333333333334,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Sesamum,2027,Autumn,21.08852459016394,32.73770491803279,0.8701639344262295,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Sesamum,2027,Summer,26.08177570093458,37.17102803738318,1.361028037383178,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Sesamum,2027,Winter,14.15666666666667,28.59888888888889,0.2308888888888889,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Sesamum,2028,Autumn,21.6344262295082,32.06885245901639,0.4137704918032787,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Sesamum,2028,Summer,25.82102803738318,36.06682242990654,2.272009345794392,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Sesamum,2028,Winter,14.06703296703297,28.09010989010989,0.070989010989011,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Rice,2024,Autumn,21.55245901639344,32.58524590163935,0.4306557377049181,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Rice,2024,Summer,26.15514018691589,37.02383177570093,2.222943925233645,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Rice,2024,Winter,13.61428571428572,27.28351648351649,0.05912087912087912,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Rice,2025,Autumn,20.72131147540984,33.29016393442623,0.350655737704918,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Rice,2025,Summer,25.82242990654206,36.87990654205608,1.726635514018692,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Rice,2025,Winter,15.27444444444444,28.37666666666667,0.04444444444444445,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Rice,2026,Autumn,22.40327868852459,33.93770491803279,0.1711475409836065,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Rice,2026,Summer,25.65093457943925,36.52476635514019,1.451495327102804,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Rice,2026,Winter,14.49444444444444,29.30444444444445,0.1243333333333334,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Rice,2027,Autumn,21.08852459016394,32.73770491803279,0.8701639344262295,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Rice,2027,Summer,26.08177570093458,37.17102803738318,1.361028037383178,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Rice,2027,Winter,14.15666666666667,28.59888888888889,0.2308888888888889,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Rice,2028,Autumn,21.6344262295082,32.06885245901639,0.4137704918032787,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Rice,2028,Summer,25.82102803738318,36.06682242990654,2.272009345794392,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Rice,2028,Winter,14.06703296703297,28.09010989010989,0.070989010989011,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Maize,2024,Autumn,21.55245901639344,32.58524590163935,0.4306557377049181,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Maize,2024,Summer,26.15514018691589,37.02383177570093,2.222943925233645,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Maize,2024,Winter,13.61428571428572,27.28351648351649,0.05912087912087912,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Maize,2025,Autumn,20.72131147540984,33.29016393442623,0.350655737704918,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Maize,2025,Summer,25.82242990654206,36.87990654205608,1.726635514018692,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Maize,2025,Winter,15.27444444444444,28.37666666666667,0.04444444444444445,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Maize,2026,Autumn,22.40327868852459,33.93770491803279,0.1711475409836065,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Maize,2026,Summer,25.65093457943925,36.52476635514019,1.451495327102804,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Maize,2026,Winter,14.49444444444444,29.30444444444445,0.1243333333333334,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Maize,2027,Autumn,21.08852459016394,32.73770491803279,0.8701639344262295,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Maize,2027,Summer,26.08177570093458,37.17102803738318,1.361028037383178,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Maize,2027,Winter,14.15666666666667,28.59888888888889,0.2308888888888889,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Maize,2028,Autumn,21.6344262295082,32.06885245901639,0.4137704918032787,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Maize,2028,Summer,25.82102803738318,36.06682242990654,2.272009345794392,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Maize,2028,Winter,14.06703296703297,28.09010989010989,0.070989010989011,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Moong,2024,Autumn,21.55245901639344,32.58524590163935,0.4306557377049181,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Moong,2024,Summer,26.15514018691589,37.02383177570093,2.222943925233645,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Moong,2024,Winter,13.61428571428572,27.28351648351649,0.05912087912087912,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Moong,2025,Autumn,20.72131147540984,33.29016393442623,0.350655737704918,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Moong,2025,Summer,25.82242990654206,36.87990654205608,1.726635514018692,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Moong,2025,Winter,15.27444444444444,28.37666666666667,0.04444444444444445,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Moong,2026,Autumn,22.40327868852459,33.93770491803279,0.1711475409836065,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Moong,2026,Summer,25.65093457943925,36.52476635514019,1.451495327102804,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Moong,2026,Winter,14.49444444444444,29.30444444444445,0.1243333333333334,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Moong,2027,Autumn,21.08852459016394,32.73770491803279,0.8701639344262295,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Moong,2027,Summer,26.08177570093458,37.17102803738318,1.361028037383178,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Moong,2027,Winter,14.15666666666667,28.59888888888889,0.2308888888888889,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Moong,2028,Autumn,21.6344262295082,32.06885245901639,0.4137704918032787,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Moong,2028,Summer,25.82102803738318,36.06682242990654,2.272009345794392,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Moong,2028,Winter,14.06703296703297,28.09010989010989,0.070989010989011,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Onion,2024,Autumn,21.55245901639344,32.58524590163935,0.4306557377049181,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Onion,2024,Summer,26.15514018691589,37.02383177570093,2.222943925233645,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Onion,2024,Winter,13.61428571428572,27.28351648351649,0.05912087912087912,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
Gujarat,Onion,2025,Autumn,20.72131147540984,33.29016393442623,0.350655737704918,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Onion,2025,Summer,25.82242990654206,36.87990654205608,1.726635514018692,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Onion,2025,Winter,15.27444444444444,28.37666666666667,0.04444444444444445,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.33,1454610000
Gujarat,Onion,2026,Autumn,22.40327868852459,33.93770491803279,0.1711475409836065,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Onion,2026,Summer,25.65093457943925,36.52476635514019,1.451495327102804,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Onion,2026,Winter,14.49444444444444,29.30444444444445,0.1243333333333334,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.09,6.32,1467230000
Gujarat,Onion,2027,Autumn,21.08852459016394,32.73770491803279,0.8701639344262295,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Onion,2027,Summer,26.08177570093458,37.17102803738318,1.361028037383178,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Onion,2027,Winter,14.15666666666667,28.59888888888889,0.2308888888888889,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.35,1479580000
Gujarat,Onion,2028,Autumn,21.6344262295082,32.06885245901639,0.4137704918032787,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Onion,2028,Summer,25.82102803738318,36.06682242990654,2.272009345794392,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Onion,2028,Winter,14.06703296703297,28.09010989010989,0.070989010989011,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.0,6.26,1491670000
Gujarat,Bajra,2024,Autumn,21.55245901639344,32.58524590163935,0.4306557377049181,0.0,0,77.64601769911505,48.42477876106194,22.398230088495577,22.499366216460174,66.55905320150443,6.27762054961062,4.55,6.29,1441720000
